datetime,close,high,low,open,volume,volume_buy,volume_sell
2021-07-27 07:00:00,39442.33,39546.34,36384.31,37218.09,675104.157,340143.342,334960.815
2021-07-28 07:00:00,40003.08,40894.0,38753.0,39448.06,736196.234,365704.726,370491.50800000003
2021-07-29 07:00:00,40012.9,40665.0,39203.83,40003.08,463917.872,233268.288,230649.58399999997
2021-07-30 07:00:00,42203.25,42316.6,38320.0,40012.89,561474.309,284487.227,276987.082
2021-07-31 07:00:00,41448.11,42494.0,41030.19,42202.6,381521.899,186824.054,194697.84499999997
2021-08-01 07:00:00,39846.78,42614.98,39350.4,41448.1,487529.044,237744.158,249784.886
2021-08-02 07:00:00,39147.48,40450.0,38658.0,39846.78,451872.128,222510.659,229361.469
2021-08-03 07:00:00,38203.26,39774.93,37600.0,39147.47,517219.517,254829.126,262390.391
2021-08-04 07:00:00,39731.31,39975.32,37500.0,38201.33,479560.473,240426.769,239133.704
2021-08-05 07:00:00,40882.4,41350.0,37291.0,39731.31,746249.712,371863.38,374386.33200000005
2021-08-06 07:00:00,42825.43,43400.0,39849.82,40882.39,653451.154,331004.461,322446.69299999997
2021-08-07 07:00:00,44601.11,44753.01,42395.2,42825.43,583750.891,295584.445,288166.44599999994
2021-08-08 07:00:00,43787.71,45350.0,43265.0,44601.11,553684.698,276106.656,277578.04199999996
2021-08-09 07:00:00,46259.7,46483.0,42785.0,43787.71,626220.503,316796.461,309424.042
2021-08-10 07:00:00,45589.99,46800.0,44670.05,46259.7,460478.861,226898.781,233580.08
2021-08-11 07:00:00,45522.12,46754.27,45354.0,45589.99,390660.571,194652.975,196007.596
2021-08-12 07:00:00,44385.09,46226.67,43800.0,45522.13,468276.056,230524.439,237751.61699999997
2021-08-13 07:00:00,47792.52,47980.69,44208.88,44385.09,438025.46,224999.55,213025.91000000003
2021-08-14 07:00:00,47083.74,48300.0,46000.0,47792.52,374368.796,184208.521,190160.27499999997
2021-08-15 07:00:00,47006.02,47388.75,45480.0,47083.75,370950.807,182320.165,188630.64199999996
2021-08-16 07:00:00,45926.23,48074.23,45682.03,47006.02,412537.605,201112.169,211425.436
2021-08-17 07:00:00,44704.84,47194.0,44412.01,45926.23,474316.4,230091.679,244224.72100000002
2021-08-18 07:00:00,44714.09,46050.0,44227.32,44704.85,395836.158,198145.782,197690.376
2021-08-19 07:00:00,46772.0,47100.0,43938.38,44714.09,439402.162,221338.968,218063.19400000002
2021-08-20 07:00:00,49332.74,49500.0,46650.0,46772.0,401499.081,205499.228,195999.853
2021-08-21 07:00:00,48848.29,49833.0,48250.0,49332.99,347594.451,173433.357,174161.094
2021-08-22 07:00:00,49273.28,49556.2,48075.81,48846.11,294672.223,146268.093,148404.13
2021-08-23 07:00:00,49523.91,50600.0,49075.01,49273.28,355733.496,175956.297,179777.199
